				node_types		node_column
				biolink:Protein		ENSP00000451818
				biolink:Gene		ENSG00000138395
				biolink:Protein		ENSP00000406472
				biolink:Gene		ENSG00000110455
				biolink:Protein		ENSP00000263776
				biolink:Gene		ENSG00000184163
				biolink:Protein		ENSP00000329137
				biolink:Gene		ENSG00000160688
				biolink:Protein		ENSP00000292180
				biolink:Gene		ENSG00000089163
				biolink:Protein		ENSP00000202967
				biolink:Gene		ENSG00000221818
				biolink:Protein		ENSP00000430241
				biolink:Gene		ENSG00000007952
				biolink:Protein		ENSP00000362057
				biolink:Gene		ENSG00000233276
				biolink:Protein		ENSP00000407375
				biolink:Gene		ENSG00000152256
				biolink:Protein		ENSP00000376352
				biolink:Gene		ENSG00000175727
				biolink:Protein		ENSP00000312834
				biolink:Gene		ENSG00000112992
				biolink:Protein		ENSP00000264663
				biolink:Gene		ENSG00000152254
				biolink:Protein		ENSP00000364512
				biolink:Protein		ENSP00000478425
				biolink:Gene		ENSG00000197713
				biolink:Protein		ENSP00000352401
				biolink:Gene		ENSG00000137154
				biolink:Protein		ENSP00000369757
				biolink:Gene		ENSG00000123297
				biolink:Protein		ENSP00000313877
				biolink:Gene		ENSG00000109819
				biolink:Protein		ENSP00000264867
				biolink:Gene		ENSG00000162511
				biolink:Protein		ENSP00000294507
				biolink:Gene		ENSG00000123415
				biolink:Protein		ENSP00000424191
				biolink:Gene		ENSG00000140650
				biolink:Protein		ENSP00000268261
				biolink:Gene		ENSG00000166165
				biolink:Protein		ENSP00000299198
				biolink:Gene		ENSG00000179593
				biolink:Protein		ENSP00000369530
				biolink:Gene		ENSG00000043514
				biolink:Protein		ENSP00000321810
				biolink:Gene		ENSG00000111049
				biolink:Protein		ENSP00000228644
				biolink:Gene		ENSG00000168386
				biolink:Protein		ENSP00000346560
				biolink:Gene		ENSG00000127804
				biolink:Protein		ENSP00000263092
				biolink:Gene		ENSG00000179583
				biolink:Protein		ENSP00000485010
				biolink:Gene		ENSG00000138777
				biolink:Protein		ENSP00000343885
				biolink:Gene		ENSG00000186806
				biolink:Protein		ENSP00000335623
				biolink:Gene		ENSG00000164494
				biolink:Protein		ENSP00000358033
				biolink:Gene		ENSG00000130304
				biolink:Protein		ENSP00000252595
				biolink:Gene		ENSG00000184557
				biolink:Protein		ENSP00000330341
				biolink:Protein		ENSP00000410561
				biolink:Gene		ENSG00000204371
				biolink:Protein		ENSP00000364678
				biolink:Gene		ENSG00000211445
				biolink:Protein		ENSP00000373477
				biolink:Gene		ENSG00000101365
				biolink:Protein		ENSP00000370223
				biolink:Gene		ENSG00000172239
				biolink:Protein		ENSP00000302768
				biolink:Gene		ENSG00000102225
				biolink:Protein		ENSP00000276052
				biolink:Gene		ENSG00000167114
				biolink:Protein		ENSP00000300456
				biolink:Gene		ENSG00000128626
				biolink:Protein		ENSP00000384952
				biolink:Gene		ENSG00000161281
				biolink:Protein		ENSP00000292907
				biolink:Gene		ENSG00000205126
				biolink:Protein		ENSP00000368109
				biolink:Gene		ENSG00000146733
				biolink:Protein		ENSP00000378854
				biolink:Gene		ENSG00000144655
				biolink:Protein		ENSP00000273153
				biolink:Gene		ENSG00000196932
				biolink:Protein		ENSP00000382237
				biolink:Gene		ENSG00000078237
				biolink:Protein		ENSP00000179259
				biolink:Gene		ENSG00000213889
				biolink:Protein		ENSP00000397050
				biolink:Gene		ENSG00000162444
				biolink:Protein		ENSP00000294435
				biolink:Gene		ENSG00000288602
				biolink:Protein		ENSP00000429022
				biolink:Gene		ENSG00000131828
				biolink:Protein		ENSP00000369134
				biolink:Gene		ENSG00000029153
				biolink:Protein		ENSP00000266503
				biolink:Gene		ENSG00000163114
				biolink:Protein		ENSP00000295266
				biolink:Gene		ENSG00000101911
				biolink:Protein		ENSP00000381504
				biolink:Protein		ENSP00000468690
				biolink:Gene		ENSG00000185100
				biolink:Protein		ENSP00000333019
				biolink:Gene		ENSG00000121310
				biolink:Protein		ENSP00000360577
				biolink:Gene		ENSG00000263001
				biolink:Protein		ENSP00000460070
				biolink:Gene		ENSG00000084734
				biolink:Protein		ENSP00000264717
				biolink:Gene		ENSG00000100417
				biolink:Protein		ENSP00000216259
				biolink:Gene		ENSG00000180964
				biolink:Protein		ENSP00000361770
				biolink:Gene		ENSG00000173137
				biolink:Protein		ENSP00000310547
				biolink:Gene		ENSG00000174482
				biolink:Protein		ENSP00000369328
				biolink:Gene		ENSG00000146047
				biolink:Protein		ENSP00000274764
				biolink:Gene		ENSG00000178741
				biolink:Protein		ENSP00000317780
				biolink:Gene		ENSG00000240303
				biolink:Protein		ENSP00000264990
				biolink:Gene		ENSG00000181092
				biolink:Protein		ENSP00000389814
				biolink:Protein		ENSP00000479494
				biolink:Gene		ENSG00000185112
				biolink:Protein		ENSP00000371397
				biolink:Gene		ENSG00000181472
				biolink:Protein		ENSP00000323183
				biolink:Gene		ENSG00000091140
				biolink:Protein		ENSP00000205402
				biolink:Gene		ENSG00000136231
				biolink:Protein		ENSP00000258729
				biolink:Gene		ENSG00000196365
				biolink:Protein		ENSP00000353826
				biolink:Gene		ENSG00000141579
				biolink:Protein		ENSP00000269394
				biolink:Protein		ENSP00000478187
				biolink:Gene		ENSG00000091490
				biolink:Protein		ENSP00000382767
				biolink:Protein		ENSP00000450980
				biolink:Gene		ENSG00000120659
				biolink:Protein		ENSP00000381775
				biolink:Gene		ENSG00000104879
				biolink:Protein		ENSP00000221476
				biolink:Gene		ENSG00000100916
				biolink:Protein		ENSP00000216807
				biolink:Gene		ENSG00000159723
				biolink:Protein		ENSP00000290953
				biolink:Gene		ENSG00000101049
				biolink:Protein		ENSP00000340608
				biolink:Gene		ENSG00000166532
				biolink:Protein		ENSP00000350136
				biolink:Gene		ENSG00000105835
				biolink:Protein		ENSP00000222553
				biolink:Gene		ENSG00000154723
				biolink:Protein		ENSP00000389649
				biolink:Gene		ENSG00000143158
				biolink:Protein		ENSP00000356820
				biolink:Gene		ENSG00000223572
				biolink:Protein		ENSP00000406577
				biolink:Protein		ENSP00000309757
				biolink:Gene		ENSG00000142082
				biolink:Protein		ENSP00000372191
				biolink:Gene		ENSG00000083720
				biolink:Protein		ENSP00000196371
				biolink:Gene		ENSG00000183196
				biolink:Protein		ENSP00000328983
				biolink:Gene		ENSG00000131482
				biolink:Protein		ENSP00000253801
				biolink:Gene		ENSG00000106565
				biolink:Protein		ENSP00000410269
				biolink:Gene		ENSG00000103150
				biolink:Protein		ENSP00000262430
				biolink:Gene		ENSG00000006625
				biolink:Protein		ENSP00000275428
				biolink:Gene		ENSG00000108510
				biolink:Protein		ENSP00000380888
				biolink:Gene		ENSG00000152642
				biolink:Protein		ENSP00000282541
				biolink:Gene		ENSG00000179094
				biolink:Protein		ENSP00000314420
				biolink:Gene		ENSG00000151090
				biolink:Protein		ENSP00000379904
				biolink:Protein		ENSP00000312029
				biolink:Gene		ENSG00000060762
				biolink:Protein		ENSP00000354223
				biolink:Gene		ENSG00000141127
				biolink:Protein		ENSP00000268835
				biolink:Gene		ENSG00000177465
				biolink:Protein		ENSP00000323071
				biolink:Gene		ENSG00000164120
				biolink:Protein		ENSP00000296522
				biolink:Gene		ENSG00000170485
				biolink:Protein		ENSP00000338283
				biolink:Gene		ENSG00000172315
				biolink:Protein		ENSP00000361186
				biolink:Gene		ENSG00000277224
				biolink:Protein		ENSP00000348924
				biolink:Protein		ENSP00000321744
				biolink:Gene		ENSG00000074416
				biolink:Protein		ENSP00000265052
				biolink:Gene		ENSG00000167107
				biolink:Protein		ENSP00000401831
				biolink:Gene		ENSG00000091482
				biolink:Protein		ENSP00000368808
				biolink:Gene		ENSG00000138379
				biolink:Protein		ENSP00000260950
				biolink:Gene		ENSG00000261678
				biolink:Protein		ENSP00000455711
				biolink:Protein		ENSP00000457513
				biolink:Protein		ENSP00000348849
				biolink:Gene		ENSG00000172890
				biolink:Protein		ENSP00000326424
				biolink:Gene		ENSG00000080503
				biolink:Protein		ENSP00000265773
				biolink:Gene		ENSG00000153234
				biolink:Protein		ENSP00000344479
				biolink:Gene		ENSG00000100644
				biolink:Protein		ENSP00000437955
				biolink:Gene		ENSG00000130699
				biolink:Protein		ENSP00000252996
				biolink:Gene		ENSG00000084073
				biolink:Protein		ENSP00000361845
				biolink:Gene		ENSG00000100347
				biolink:Protein		ENSP00000345445
				biolink:Gene		ENSG00000112137
				biolink:Protein		ENSP00000329880
				biolink:Gene		ENSG00000011198
				biolink:Protein		ENSP00000390849
				biolink:Gene		ENSG00000167700
				biolink:Protein		ENSP00000301327
				biolink:Gene		ENSG00000076053
				biolink:Protein		ENSP00000364639
				biolink:Gene		ENSG00000176171
				biolink:Protein		ENSP00000357625
				biolink:Gene		ENSG00000198650
				biolink:Protein		ENSP00000348234
				biolink:Gene		ENSG00000100239
				biolink:Protein		ENSP00000478417
				biolink:Gene		ENSG00000183032
				biolink:Protein		ENSP00000329452
				biolink:Gene		ENSG00000070190
				biolink:Protein		ENSP00000423602
				biolink:Gene		ENSG00000198715
				biolink:Protein		ENSP00000354553
				biolink:Gene		ENSG00000103227
				biolink:Protein		ENSP00000262301
				biolink:Gene		ENSG00000176165
				biolink:Protein		ENSP00000339004
				biolink:Gene		ENSG00000174032
				biolink:Protein		ENSP00000429168
				biolink:Gene		ENSG00000175206
				biolink:Protein		ENSP00000365663
				biolink:Gene		ENSG00000174429
				biolink:Protein		ENSP00000311436
				biolink:Protein		ENSP00000476535
				biolink:Gene		ENSG00000166821
				biolink:Protein		ENSP00000300056
				biolink:Protein		ENSP00000418868
				biolink:Gene		ENSG00000229937
				biolink:Protein		ENSP00000424595
				biolink:Gene		ENSG00000135070
				biolink:Protein		ENSP00000365159
				biolink:Gene		ENSG00000125656
				biolink:Protein		ENSP00000245816
				biolink:Gene		ENSG00000135940
				biolink:Protein		ENSP00000258424
				biolink:Gene		ENSG00000157954
				biolink:Protein		ENSP00000288828
				biolink:Gene		ENSG00000112186
				biolink:Protein		ENSP00000229922
				biolink:Gene		ENSG00000114541
				biolink:Protein		ENSP00000381549
				biolink:Gene		ENSG00000138435
				biolink:Protein		ENSP00000261007
				biolink:Gene		ENSG00000081818
				biolink:Protein		ENSP00000194152
				biolink:Gene		ENSG00000112851
				biolink:Protein		ENSP00000426632
				biolink:Gene		ENSG00000100473
				biolink:Protein		ENSP00000379862
				biolink:Gene		ENSG00000134762
				biolink:Protein		ENSP00000353608
				biolink:Gene		ENSG00000171431
				biolink:Protein		ENSP00000167588
				biolink:Gene		ENSG00000184154
				biolink:Protein		ENSP00000305742
				biolink:Gene		ENSG00000221986
				biolink:Protein		ENSP00000349678
				biolink:Gene		ENSG00000215193
				biolink:Protein		ENSP00000331106
				biolink:Protein		ENSP00000230732
				biolink:Gene		ENSG00000055732
				biolink:Protein		ENSP00000359621
				biolink:Protein		ENSP00000319254
				biolink:Gene		ENSG00000111837
				biolink:Protein		ENSP00000346484
				biolink:Gene		ENSG00000204970
				biolink:Protein		ENSP00000420840
				biolink:Gene		ENSG00000080573
				biolink:Protein		ENSP00000264828
				biolink:Gene		ENSG00000114248
				biolink:Protein		ENSP00000325978
				biolink:Gene		ENSG00000184845
				biolink:Protein		ENSP00000377353
				biolink:Gene		ENSG00000168264
				biolink:Protein		ENSP00000355568
				biolink:Gene		ENSG00000145088
				biolink:Protein		ENSP00000273668
				biolink:Protein		ENSP00000485172
				biolink:Gene		ENSG00000143126
				biolink:Protein		ENSP00000271332
				biolink:Gene		ENSG00000204967
				biolink:Protein		ENSP00000435300
				biolink:Gene		ENSG00000248383
				biolink:Protein		ENSP00000253807
				biolink:Gene		ENSG00000110675
				biolink:Protein		ENSP00000265840
				biolink:Gene		ENSG00000113100
				biolink:Protein		ENSP00000231021
				biolink:Gene		ENSG00000196159
				biolink:Protein		ENSP00000377862
				biolink:Gene		ENSG00000150394
				biolink:Protein		ENSP00000462701
				biolink:Gene		ENSG00000101004
				biolink:Protein		ENSP00000278886
				biolink:Gene		ENSG00000254245
				biolink:Protein		ENSP00000253812
				biolink:Gene		ENSG00000061337
				biolink:Protein		ENSP00000370981
				biolink:Gene		ENSG00000250120
				biolink:Protein		ENSP00000304234
				biolink:Gene		ENSG00000253767
				biolink:Protein		ENSP00000381605
				biolink:Gene		ENSG00000253846
				biolink:Protein		ENSP00000381611
				biolink:Gene		ENSG00000076826
				biolink:Protein		ENSP00000416797
				biolink:Gene		ENSG00000158467
				biolink:Protein		ENSP00000315931
				biolink:Gene		ENSG00000276547
				biolink:Protein		ENSP00000478258
				biolink:Gene		ENSG00000243232
				biolink:Protein		ENSP00000289269
				biolink:Gene		ENSG00000113205
				biolink:Protein		ENSP00000231130
				biolink:Gene		ENSG00000172500
				biolink:Protein		ENSP00000344572
				biolink:Gene		ENSG00000136144
				biolink:Protein		ENSP00000367552
				biolink:Gene		ENSG00000075275
				biolink:Protein		ENSP00000262738
				biolink:Gene		ENSG00000132825
				biolink:Protein		ENSP00000360035
				biolink:Gene		ENSG00000099812
				biolink:Protein		ENSP00000215582
				biolink:Gene		ENSG00000119638
				biolink:Protein		ENSP00000238616
				biolink:Gene		ENSG00000154813
				biolink:Protein		ENSP00000419599
				biolink:Gene		ENSG00000171160
				biolink:Protein		ENSP00000307636
				biolink:Gene		ENSG00000102001
				biolink:Protein		ENSP00000365441
				biolink:Gene		ENSG00000028203
				biolink:Protein		ENSP00000410083
				biolink:Gene		ENSG00000110484
				biolink:Protein		ENSP00000227918
				biolink:Gene		ENSG00000134755
				biolink:Protein		ENSP00000280904
				biolink:Gene		ENSG00000164403
				biolink:Protein		ENSP00000367950
				biolink:Gene		ENSG00000164061
				biolink:Protein		ENSP00000296452
				biolink:Gene		ENSG00000105583
				biolink:Protein		ENSP00000468969
				biolink:Protein		ENSP00000401597
				biolink:Gene		ENSG00000003147
				biolink:Protein		ENSP00000385570
				biolink:Gene		ENSG00000171444
				biolink:Protein		ENSP00000386227
				biolink:Gene		ENSG00000175065
				biolink:Protein		ENSP00000352785
				biolink:Gene		ENSG00000181004
				biolink:Protein		ENSP00000438273
				biolink:Gene		ENSG00000079841
				biolink:Protein		ENSP00000428417
				biolink:Protein		ENSP00000251808
				biolink:Gene		ENSG00000072415
				biolink:Protein		ENSP00000261681
				biolink:Gene		ENSG00000083857
				biolink:Protein		ENSP00000406229
				biolink:Gene		ENSG00000274523
				biolink:Protein		ENSP00000480364
				biolink:Gene		ENSG00000272674
				biolink:Protein		ENSP00000477314
				biolink:Gene		ENSG00000135338
				biolink:Protein		ENSP00000376686
				biolink:Gene		ENSG00000171773
				biolink:Protein		ENSP00000305631
				biolink:Gene		ENSG00000147234
				biolink:Protein		ENSP00000276185
				biolink:Gene		ENSG00000154556
				biolink:Protein		ENSP00000347852
				biolink:Gene		ENSG00000109265
				biolink:Protein		ENSP00000423366
				biolink:Gene		ENSG00000171815
				biolink:Protein		ENSP00000307234
				biolink:Gene		ENSG00000116127
				biolink:Protein		ENSP00000482968
				biolink:Gene		ENSG00000148411
				biolink:Protein		ENSP00000277554
				biolink:Gene		ENSG00000140395
				biolink:Protein		ENSP00000267973
				biolink:Gene		ENSG00000139767
				biolink:Protein		ENSP00000267260
				biolink:Gene		ENSG00000253159
				biolink:Protein		ENSP00000252085
				biolink:Gene		ENSG00000099834
				biolink:Protein		ENSP00000351118
				biolink:Gene		ENSG00000171720
				biolink:Protein		ENSP00000302967
				biolink:Gene		ENSG00000169727
				biolink:Protein		ENSP00000376167
				biolink:Gene		ENSG00000197587
				biolink:Protein		ENSP00000353132
				biolink:Protein		ENSP00000386653
				biolink:Gene		ENSG00000175471
				biolink:Protein		ENSP00000424126
				biolink:Gene		ENSG00000159261
				biolink:Protein		ENSP00000382090
				biolink:Gene		ENSG00000083635
				biolink:Protein		ENSP00000368459
				biolink:Gene		ENSG00000188505
				biolink:Protein		ENSP00000342137
				biolink:Gene		ENSG00000071991
				biolink:Protein		ENSP00000262150
				biolink:Gene		ENSG00000105523
				biolink:Protein		ENSP00000263266
				biolink:Gene		ENSG00000104369
				biolink:Protein		ENSP00000344488
				biolink:Gene		ENSG00000198216
				biolink:Protein		ENSP00000356545
				biolink:Gene		ENSG00000205758
				biolink:Protein		ENSP00000370966
				biolink:Gene		ENSG00000253537
				biolink:Protein		ENSP00000430024
				biolink:Gene		ENSG00000132561
				biolink:Protein		ENSP00000254898
				biolink:Gene		ENSG00000063015
				biolink:Protein		ENSP00000312942
				biolink:Gene		ENSG00000215203
				biolink:Protein		ENSP00000382670
				biolink:Gene		ENSG00000082126
				biolink:Protein		ENSP00000387278
				biolink:Gene		ENSG00000166143
				biolink:Protein		ENSP00000398342
				biolink:Gene		ENSG00000262209
				biolink:Protein		ENSP00000461862
				biolink:Gene		ENSG00000159733
				biolink:Protein		ENSP00000290974
				biolink:Gene		ENSG00000050555
				biolink:Protein		ENSP00000354360
				biolink:Gene		ENSG00000198612
				biolink:Protein		ENSP00000346340
				biolink:Gene		ENSG00000111052
				biolink:Protein		ENSP00000447488
				biolink:Gene		ENSG00000074276
				biolink:Protein		ENSP00000424565
				biolink:Gene		ENSG00000070601
				biolink:Protein		ENSP00000444411
				biolink:Gene		ENSG00000128731
				biolink:Protein		ENSP00000261609
				biolink:Gene		ENSG00000148204
				biolink:Protein		ENSP00000362734
				biolink:Gene		ENSG00000249581
				biolink:Protein		ENSP00000424711
				biolink:Gene		ENSG00000213977
				biolink:Protein		ENSP00000225525
				biolink:Gene		ENSG00000254122
				biolink:Protein		ENSP00000381594
				biolink:Gene		ENSG00000112852
